name,local_path,beauty_raw,status,beauty_1to5,department,avg_rating,avg_difficulty,would_take_again_percent,school_name
Lydia Bourouiba,Lydia Bourouiba.jpg,36.36784744,ok,4.08,Engineering,2.4,3,40,MIT
Lucas K. Wagner,Lucas_K._Wagner.jpg,35.98275375,ok,4.18,Physics,2,3.9,28,UIUC
Lorenzo Vergari,Lorenzo_Vergari.jpg,24.89645004,ok,1.54,Engineering,3,5,0,UIUC
Lixia Zhang,Lixia Zhang.png,30.84449005,ok,3.91,Computer Science,1,5,0,UCLA
Lippold Haken,Lippold_Haken.jpg,20.0107193,ok,1.02,Engineering,4.3,2.5,100,UIUC
Ling Jian Meng,Ling_Jian_Meng.jpg,24.04018593,ok,1.32,Engineering,1.5,2.5,0,UIUC
Lili  Cai,Lili_Cai.jpg,25.89378929,ok,1.68,Engineering,3.7,2.3,66.7,UIUC
Lessa Grunenfelder,Lessa Grunenfelder.jpeg,22.11765289,ok,1.41,Engineering,4.9,2.1,95.5,USC
Leslie King,Leslie King.jpg,33.96246719,ok,3.66,Engineering,1,4.6,0,USC
Leonard M Adleman,Leonard M Adleman.jpg,28.80939865,ok,2.65,Computer Science,3.2,3.3,50,USC
Leana Golubchik,Leana Golubchik.jpg,42.31749344,ok,4.61,Computer Science,1.6,3.9,20,USC
Lavanya  Marla,Lavanya_Marla.jpg,23.82167053,ok,1.24,Engineering,1.5,3.6,0,UIUC
Laurie B. Leonelli,Laurie_B._Leonelli.jpg,24.7518959,ok,1.52,Bioengineering,5,3,100,UIUC
Laurent Itti,Laurent Itti.jpg,24.80573463,ok,1.79,Computer Science,2.9,3.7,34.6,USC
Laura  Villafane Roca,Laura_Villafane_Roca.jpg,23.52468491,ok,1.2,Engineering,4,3.1,85.7,UIUC
Larry G Redekopp,Larry G Redekopp.jpg,20.20921135,ok,1.16,Engineering,4.9,2.6,-1,USC
Lara  Waldrop,Lara_Waldrop.jpg,24.36938286,ok,1.36,Engineering,4.7,2.9,80,UIUC
L. Rafael Reif,L. Rafael Reif.jpg,30.15041351,ok,2.85,Engineering,4.7,3.7,100,MIT
Kyekyoon  Kim,Kyekyoon_Kim.jpg,41.09717941,ok,4.62,Engineering,2.8,3.6,0,UIUC
Kyana Young,Kyana_Young.jpg,28.32447624,ok,5,Engineering,3.5,3.6,54.5,WFU
Kurt David Palmer,Kurt David Palmer.jpg,30.91747284,ok,2.97,Engineering,3,3.1,61.1,USC
Kung Yao,Kung Yao.jpg,25.97452164,ok,2.09,Engineering,4.7,4,100,UCLA
Kristof Aldenderfer,Kristof Aldenderfer.jpg,65.20684052,ok,4.97,Computer Science,4.3,2.6,84.2,USC
Kristian Jessen,Kristian Jessen.jpeg,31.90803146,ok,3.19,Engineering,3,1,100,USC
Krishna Shrinivas Nayak,Krishna Shrinivas Nayak.jpg,30.13835526,ok,2.9,Engineering,5,1.3,100,USC
Konstantinos Psounis,Konstantinos Psounis.jpg,21.37088203,ok,1.29,Engineering,3.5,4.1,50,USC
Kimberly Ann Rubal,Kimberly Ann Rubal.jpg,29.96753883,ok,2.84,Computer Science,4.8,1.5,96.2,USC
Keyue Shen,Keyue Shen.jpg,53.70256805,ok,4.91,Engineering,4,3.5,50,USC
Kevin Pitts,Kevin_Pitts.jpg,25.6504612,ok,1.6,Physics,4.2,3.2,100,UIUC
Ketan Dungarshi Savla,Ketan Dungarshi Savla.jpg,23.60181808,ok,1.6,Engineering,1.5,4.5,0,USC
Kent D. Choquette,Kent_D._Choquette.jpg,35.20043564,ok,3.99,Engineering,2.9,3,0,UIUC
Ken-ichi Nomura,Ken-ichi Nomura.jpg,22.21170044,ok,1.45,Engineering,3.8,2,50,USC
Kelly Sanders,Kelly Sanders.jpg,18.51779747,ok,1,Engineering,4.3,2.8,81.8,USC
Kejie  Fang,Kejie_Fang.jpg,34.50224686,ok,3.85,Electrical & Computer Engineering,2,4,0,UIUC
Keith Michael Chugg,Keith Michael Chugg.jpg,24.23418999,ok,1.67,Engineering,3.7,4.2,83.3,USC
Keith Goodfellow,Keith Goodfellow.jpg,48.34981918,ok,4.84,Engineering,4.8,3,-1,USC
Keith  Jenkins,Keith Jenkins.jpg,28.54704285,ok,2.62,Engineering,5,2.6,100,USC
Ke  Tang,Ke_Tang.jpg,35.10460663,ok,3.95,Engineering,5,2.6,100,UIUC
Katie Ansell,Katie_Ansell.jpg,30.6666069,ok,3.03,Physics,3.8,3.2,57.1,UIUC
Kathryn  Matlack,Kathryn_Matlack.jpg,21.75475311,ok,1.08,Engineering,4,2.8,75,UIUC
Katherine S-F Shing,Katherine S-F Shing.jpg,22.18795967,ok,1.42,Engineering,3.2,4,50,USC
Katherine Brichacek,Katherine Brichacek.jpg,38.28054047,ok,4.36,Engineering,5,2,100,USC
Karthekeyan Chandrasekaran,Karthekeyan_Chandrasekaran.jpg,33.31979752,ok,3.69,Engineering,1,4,0,UIUC
Karin A. Dahmen,Karin_A._Dahmen.jpg,31.61979485,ok,3.27,Physics,2,3.4,16.7,UIUC
Justin P. Haldar,Justin P. Haldar.jpg,18.87044144,ok,1.04,Engineering,4.4,4,85.7,USC
Julian A. Domaradzki,Julian A. Domaradzki.jpg,28.84511948,ok,2.68,Engineering,3.1,3.4,53.3,USC
Jugal  Garg,Jugal_Garg.jpg,28.8923645,ok,2.53,Engineering,4,2.5,50,UIUC
Joseph S. Greenfield,Joseph S. Greenfield.jpg,39.24967194,ok,4.46,Engineering,4.3,2.4,78.6,USC
Joseph Jiong Wang,Joseph Jiong Wang.jpg,34.97464371,ok,3.88,Engineering,1.7,4,0,USC
Joseph Fernando Gonzalez,Joseph_Fernando_Gonzalez.jpg,27.23332024,ok,2.05,Engineering,5,4,100,UIUC
Joseph A. Kunc,Joseph A. Kunc.jpeg,64.42637634,ok,4.96,Engineering,3,3,100,USC
Joseph  Bentsman,Joseph_Bentsman.jpg,23.66426086,ok,1.22,Engineering,1.8,3.9,0,UIUC
Jorge  Correa Panesso,Jorge_Correa_Panesso.jpg,29.26127243,ok,2.65,Engineering,3.5,4,100,UIUC
Joohyung  Kim,Joohyung_Kim.jpg,34.23377228,ok,3.79,Electrical & Computer Engineering,1,3.3,0,UIUC
Jonathon Kenneth Schuh,Jonathon_Kenneth_Schuh.jpg,26.79790306,ok,1.94,Electrical & Computer Engineering,3.9,2.5,81,UIUC
Jonathan Makela,Jonathan_Makela.jpg,24.68022537,ok,1.48,Electrical & Computer Engineering,5,2,100,UIUC
Jonathan J. L. Higdon,Jonathan_J._L._Higdon.jpg,31.7359581,ok,3.33,Engineering,3.8,3.7,75,UIUC
Jonathan Holtmann,Jonathan Holtmann.jpg,35.80595016,ok,4.05,Engineering,5,1.5,100,USC
Jonathan  Freund,Jonathan_Freund.jpg,39.86767578,ok,4.6,Engineering,2.9,3.6,-1,UIUC
John Wallace,John Wallace.jpg,29.58679581,ok,3.55,Engineering,5,3,100,UCLA
John Tsitsiklis,John Tsitsiklis.jpg,24.29917908,ok,1.46,Engineering,4.5,3.3,100,MIT
John Gunnar Carlsson,John Gunnar Carlsson.jpg,24.18628311,ok,1.64,Engineering,5,2.3,100,USC
John A. Vozenilek,John_A._Vozenilek.jpg,23.01447296,ok,1.14,Bioengineering,5,1.5,100,UIUC
John A Silvester,John A Silvester.jpg,36.4598732,ok,4.14,Engineering,3,4,0,USC
John  Lambros,John_Lambros.jpg,30.82859993,ok,3.13,Engineering,3.7,3,50,UIUC
Joel Voldman,Joel Voldman.jpg,24.10009384,ok,1.31,Engineering,3.3,4,0,MIT
Jincai Chang,Jincai Chang.jpeg,39.34724045,ok,4.47,Engineering,3.2,2.4,70.6,USC
Jieyu Zhao,Jieyu Zhao.jpg,82.19786072,ok,5,Computer Science,3.3,2,50,USC
Jiapeng Zhang,Jiapeng Zhang.jpeg,34.87005997,ok,3.83,Computer Science,4,2.6,80,USC
Jianming  Jin,Jianming_Jin.jpg,33.84638596,ok,3.77,Engineering,4.7,3.6,100,UIUC
Jessika Trancik (she/her),Jessika Trancik (she_her).png,33.39268112,ok,3.77,Engineering,5,1,100,MIT
Jesse Tong-Pin Yen,Jesse Tong-Pin Yen.jpg,26.26537132,ok,2.05,Engineering,4.4,2.9,86.1,USC
Jesse Thomason,Jesse Thomason.jpg,34.97089005,ok,3.86,Computer Science,5,2.5,100,USC
Jerry Marc Mendel,Jerry Marc Mendel.jpg,32.92782211,ok,3.38,Engineering,3.8,3.8,50,USC
Jernej Barbic,Jernej Barbic.png,23.46668053,ok,1.55,Computer Science,4.5,3.6,92,USC
Jenny Amos,Jenny_Amos.jpg,37.05057907,ok,4.32,Bioengineering,4.3,2.4,75,UIUC
Jennifer Marie Kassar,Jennifer Marie Kassar.jpg,27.88032913,ok,2.4,Engineering,4.8,2.2,100,USC
Jen-Chieh  Peng,Jen-Chieh_Peng.jpg,41.87469482,ok,4.66,Physics,3.5,2.3,-1,UIUC
Jelena Mirkovic,Jelena Mirkovic.jpg,25.43939209,ok,1.89,Computer Science,4.8,2.3,100,USC
Jean-Pierre Leburton,Jean-Pierre_Leburton.jpg,37.54133224,ok,4.38,Engineering,2,4.7,0,UIUC
Jay Pujara,Jay Pujara.jpeg,31.71191406,ok,3.16,Computer Science,2.3,4.8,33.3,USC
Jay H. Lee,Jay H. Lee.png,42.18066025,ok,4.59,Engineering,4,2.5,50,USC
James M. LaFave,James_M._LaFave.jpg,61.96693039,ok,4.96,Engineering,3.5,2.8,50,UIUC
James Faghmous,James Faghmous.jpeg,35.48363113,ok,4.01,Engineering,4,2.3,71.4,USC
Jae Young Bang,Jae Young Bang.jpg,42.68667984,ok,4.64,Computer Science,3.5,2,50,USC
Jacob P. Covey,Jacob_P._Covey.jpg,26.36563683,ok,1.82,Physics,3.5,3.5,69.2,UIUC
Jack Xu,Jack Xu.jpg,34.25794601,ok,3.73,Computer Science,5,3,100,USC
J. Gary  Eden,J._Gary_Eden.jpg,35.84079361,ok,4.16,Engineering,4.8,2.4,100,UIUC
Ivan Thomas Abraham,Ivan_Thomas_Abraham.jpg,32.63693237,ok,3.53,Engineering,2.5,3.2,42.9,UIUC
Iraj Ershaghi,Iraj Ershaghi.jpg,40.17722702,ok,4.52,Engineering,3.7,4.3,100,USC
Ioannis  Chasiotis,Ioannis_Chasiotis.jpg,53.92652893,ok,4.92,Engineering,4.2,3.8,66.7,UIUC
Inna Abramova,Inna Abramova.png,63.75718307,ok,4.94,Engineering,3.5,3.5,52.2,USC
Ido  Golding,Ido_Golding.jpg,31.83177567,ok,3.39,Physics,2.8,5,0,UIUC
Ibrahim Sabek,Ibrahim Sabek.jpg,44.5654068,ok,4.74,Computer Science,5,3,100,USC
Hyungsoo  Choi,Hyungsoo_Choi.jpg,34.4655304,ok,3.83,Electrical & Computer Engineering,1.6,3.2,18.8,UIUC
Huck Beng  Chew,Huck_Beng_Chew.jpg,34.28249359,ok,3.81,Engineering,2.5,4.5,50,UIUC
Hua Li,Hua_Li.jpg,33.05675125,ok,3.63,Bioengineering,1,5,0,UIUC
Howard Williamson,Howard Williamson.jpg,30.08665848,ok,2.87,Engineering,2.7,3.4,41.7,USC
Hossein Hashemi,Hossein Hashemi.jpg,37.62969208,ok,4.27,Engineering,5,3.2,100,USC
Hong  Yang,Hong_Yang.jpg,33.2393837,ok,3.65,Engineering,2.6,3,20,UIUC
Holly McIlwee Golecki,Holly_McIlwee_Golecki.jpg,27.42194557,ok,2.09,Bioengineering,1.7,4,0,UIUC
Herag Haleblian,Herag Haleblian.jpg,25.51435661,ok,1.92,Engineering,4.2,2.6,80,USC
Helvi  Witek,Helvi_Witek.jpg,27.00368881,ok,2,Physics,2.6,4,40,UIUC
Heather Culbertson,Heather Culbertson.jpg,40.44442749,ok,4.56,Computer Science,3.2,3.4,60,USC
Harsha V. Madhyastha,Harsha V. Madhyastha.jpg,43.73551178,ok,4.69,Computer Science,4,4.5,75,USC
Harrison Hyung Min Kim,Harrison_Hyung_Min_Kim.jpg,33.43743515,ok,3.71,Engineering,4.1,3.3,100,UIUC
Harlee  Sorkin,Harlee_Sorkin.jpg,28.39751053,ok,2.39,Engineering,5,2,100,UIUC
Hannah Nguyen,Hannah Nguyen.jpg,38.31842804,ok,4.39,Computer Science,4.2,1.9,76.9,USC
Hangbo Zhao,Hangbo Zhao.jpg,28.10534286,ok,2.49,Engineering,5,2.3,100,USC
Haipeng Luo,Haipeng Luo.jpg,29.46871567,ok,2.8,Computer Science,3.6,4.4,66.7,USC
Hae-Seung Lee,Hae-Seung Lee.jpg,36.24700546,ok,3.92,Engineering,4,5,100,MIT
Guy Bresler,Guy Bresler.jpg,27.97818756,ok,2.54,Engineering,5,3,100,MIT
Gregory Pohlner,Gregory Pohlner.jpeg,38.86952209,ok,4.42,Computer Science,4.8,2.6,95,USC
Gregory H. Underhill,Gregory_H._Underhill.jpg,38.52805328,ok,4.5,Bioengineering,3,2.3,0,UIUC
Gregg Brandow,Gregg Brandow.jpg,28.34365845,ok,2.58,Engineering,4.5,1.5,100,USC
Grace Lu,Grace Lu.jpg,23.48210144,ok,1.57,Engineering,5,4,100,USC
Gordon Baym,Gordon_Baym.jpg,30.75904655,ok,3.07,Physics,4.5,3.5,-1,UIUC
Girish  Krishnan,Girish_Krishnan.jpg,28.12106705,ok,2.25,Engineering,3.8,3,80,UIUC
Gianluca Lazzi,Gianluca Lazzi.jpg,29.24608231,ok,2.75,Engineering,4.2,3.2,100,USC
Geza P Bottlik,Geza P Bottlik.jpg,19.46917725,ok,1.09,Engineering,2.5,3.2,35.7,USC
Gerard Guy Medioni,Gerard Guy Medioni.jpg,35.83591461,ok,4.08,Computer Science,4.4,3,-1,USC
Gerald Hintz,Gerald Hintz.jpg,32.42689514,ok,3.23,Engineering,1.8,4,0,USC
Gerald E. Loeb,Gerald E. Loeb.jpg,26.35080719,ok,2.07,Engineering,3.3,4.3,66.7,USC
George Papavassilopoulos,George Papavassilopoulos.jpg,38.97990036,ok,4.43,Engineering,2.1,3.2,30.8,USC
George Gross,George_Gross.jpg,29.34092712,ok,2.69,Engineering,1.9,3.4,0,UIUC
George Gollin,George_Gollin.jpg,31.70027924,ok,3.31,Physics,3.7,3.1,81.3,UIUC
Geoffrey R Shiflett,Geoffrey R Shiflett.jpg,33.84270859,ok,3.61,Engineering,2.2,4.1,14.3,USC
Gaurav Sukhatme,Gaurav Sukhatme.png,34.68138885,ok,3.8,Computer Science,4.2,2.5,75,USC
Gaurav Sant,Gaurav Sant.png,20.7285614,ok,1,Engineering,1,1,0,UCLA
Gary E. Gladding,Gary_E._Gladding.jpg,30.434021,ok,2.97,Physics,3.4,3.5,-1,UIUC
Garrett Reisman,Garrett Reisman.jpeg,40.19185638,ok,4.53,Engineering,3.7,2.7,66.7,USC
Gandhi Puvvada,Gandhi Puvvada.jpg,25.06383705,ok,1.8,Engineering,3.6,3.5,58.8,USC
Gale Lucas,Gale Lucas.jpg,33.08485794,ok,3.47,Engineering,4.9,1.6,100,USC
Frederick K. Lamb,Frederick_K._Lamb.jpg,33.30179596,ok,3.67,Physics,2.7,2,-1,UIUC
Francisco Valero-Cuevas,Francisco Valero-Cuevas.jpg,20.37690926,ok,1.19,Engineering,4.3,3.5,75,USC
Francesco  Panerai,Francesco_Panerai.jpg,29.71100998,ok,2.75,Engineering,4,5,100,UIUC
Fokion Egolfopoulos,Fokion Egolfopoulos.jpg,28.52192307,ok,2.61,Engineering,3.5,3.5,42.9,USC
Firdaus Erach Udwadia,Firdaus Erach Udwadia.jpg,23.12083054,ok,1.54,Engineering,3.7,4.1,66.7,USC
Felipe De Barros,Felipe De Barros.png,34.97911835,ok,3.89,Engineering,4,2,100,USC
Feifei Qian,Feifei Qian.jpg,37.3239212,ok,4.21,Engineering,2.3,3.5,33.3,USC
Farzad Naeim,Farzad Naeim.jpg,31.70047188,ok,3.15,Engineering,5,4,100,USC
Fariba Ariaei,Fariba Ariaei.png,21.49013329,ok,1.34,Engineering,2,4,0,USC
Fahad  Mahmood,Fahad_Mahmood.jpg,36.70856476,ok,4.28,Physics,4.9,3,100,UIUC
Eva Adnan Kanso,Eva Adnan Kanso.jpg,24.7452774,ok,1.76,Engineering,3.8,3.1,62.5,USC
Eugene V. Colla,Eugene_V._Colla.jpg,34.6313324,ok,3.89,Physics,5,1,100,UIUC
Erin Henslee,Erin_Henslee.jpg,25.13540649,ok,1,Engineering,5,2,100,WFU
Erik Demaine,Erik Demaine.jpg,27.9062233,ok,2.38,Engineering,3.6,2.8,66.7,MIT
Erik A Johnson,Erik A Johnson.jpeg,27.91536903,ok,2.42,Engineering,2.1,4.3,0,USC
Eric Kuo,Eric_Kuo.jpg,27.17116737,ok,2.03,Physics,4.4,2.4,95.2,UIUC
Erhan  Kudeki,Erhan_Kudeki.jpg,24.51189232,ok,1.4,Engineering,4.2,3.3,83.3,UIUC
Emma Katharine Singer,Emma Katharine Singer.jpg,27.10539627,ok,2.23,Engineering,2.9,3.5,40,USC
Emily Millard,Emily Millard.jpg,32.22499466,ok,3.2,Engineering,4.3,1.8,100,USC
Emilio Ferrara,Emilio Ferrara.png,33.16594696,ok,3.53,Computer Science,4.5,2.3,90,USC
Ellis Horowitz,Ellis Horowitz.jpg,33.07655334,ok,3.45,Computer Science,3.5,2.5,68.4,USC
Elle Wroblewski,Elle_Wroblewski.jpg,30.00276566,ok,2.91,Engineering,2.8,2.6,60,UIUC
Elizabeth T. Hsiao-Wecksler,Elizabeth_T._Hsiao-Wecksler.jpg,31.45258713,ok,3.25,Engineering,3.4,3,50,UIUC
Elizabeth Goldschmidt,Elizabeth_Goldschmidt.jpg,36.36775589,ok,4.24,Physics,4.5,3,100,UIUC
Elizabeth Fife,Elizabeth Fife.jpg,24.61358452,ok,1.73,Engineering,1.6,3.6,14.3,USC
Elaine C. Schulte,Elaine_C._Schulte.jpg,28.80955124,ok,2.51,Physics,1.4,3.8,4.8,UIUC
Edward F. Crawley,Edward F. Crawley.jpg,26.41432381,ok,2.08,Engineering,2.2,3,0,MIT
Eduardo H. Fradkin,Eduardo_H._Fradkin.jpg,32.83974838,ok,3.59,Physics,3,4,50,UIUC
Edmond A Jonckheere,Edmond A Jonckheere.jpg,56.81600571,ok,4.93,Engineering,4.4,3.4,0,USC
Dusan M. Stipanovic,Dusan_M._Stipanovic.jpg,22.70323372,ok,1.12,Engineering,4.7,2,100,UIUC
Douglas M. King,Douglas_M._King.jpg,26.4651413,ok,1.86,Engineering,3.6,2.7,37.5,UIUC
Douglas H. Beck,Douglas_H._Beck.jpg,30.58395004,ok,3.01,Physics,3.2,3.3,37.5,UIUC
Donna Brown,Donna_Brown.jpg,32.29502487,ok,3.47,Engineering,3.3,4.1,-1,UIUC
Dong Song,Dong Song.jpg,22.89639473,ok,1.5,Engineering,1,5,0,USC
Dong Kai  Wang,Dong_Kai_Wang.jpg,24.51478577,ok,1.42,Electrical & Computer Engineering,3,3.4,50,UIUC
Donald R. Sadoway,Donald R. Sadoway.jpg,42.57500076,ok,5,Engineering,4,2.5,50,MIT
Diwakar  Shukla,Diwakar_Shukla.jpg,25.11397362,ok,1.56,Engineering,4.8,4,100,UIUC
Dino Di Carlo,Dino Di Carlo.jpg,26.93009758,ok,2.45,Engineering,1,1,0,UCLA
Dilip  Sarwate,Dilip_Sarwate.jpg,24.57918167,ok,1.44,Engineering,4.4,3,-1,UIUC
Detlof Von Winterfeldt,Detlof Von Winterfeldt.jpg,33.03899765,ok,3.42,Engineering,3,1.3,50,USC
Deming  Chen,Deming_Chen.jpg,31.98355293,ok,3.43,Electrical & Computer Engineering,3,3.6,42.9,UIUC
Deborah L. Thurston,Deborah_L._Thurston.jpg,39.47540665,ok,4.58,Engineering,2.5,2,-1,UIUC
Deborah  Levin,Deborah_Levin.jpg,36.09800339,ok,4.22,Engineering,1.3,3.5,0,UIUC
David Z D'Argenio,David Z D'Argenio.png,31.64338303,ok,3.12,Engineering,4.7,2.6,100,USC
David Smallberg,David Smallberg.png,25.20279312,ok,1.73,Computer Science,3.5,3.8,20,UCLA
David Ruzic,David_Ruzic.jpg,37.98368454,ok,4.44,Engineering,4.3,2.6,-1,UIUC
David Perreault,David Perreault.jpg,24.72994614,ok,1.62,Engineering,5,4,100,MIT
David Miller,David Miller.jpg,26.71807861,ok,2.23,Engineering,5,2,-1,MIT
David Lazzara,David Lazzara.jpg,34.33094406,ok,3.76,Engineering,1,5,0,USC
David Kempe,David Kempe.jpg,34.89685059,ok,3.85,Computer Science,2.9,4.5,43.7,USC
David Ceperley,David_Ceperley.jpg,29.91729546,ok,2.85,Physics,1,5,0,UIUC
Danijela Cabric,Danijela Cabric.jpg,26.58561707,ok,2.27,Engineering,3.5,2,-1,UCLA
Daniel Seita,Daniel Seita.png,29.16593552,ok,2.71,Computer Science,4.2,3,80,USC
Daniel Sanchez,Daniel Sanchez.jpg,31.10006714,ok,3,Engineering,5,3.1,100,MIT
Daniel McCurry,Daniel McCurry.png,22.46386337,ok,1.48,Engineering,4,3.3,75,USC
Daniel M. Liberzon,Daniel_M._Liberzon.jpg,26.33298111,ok,1.8,Engineering,5,2.6,100,UIUC
Daniel J. Bodony,Daniel_J._Bodony.jpg,44.00095367,ok,4.76,Engineering,4.7,4.1,100,UIUC
Daniel Druhora,Daniel Druhora.jpg,32.8327446,ok,3.35,Engineering,5,3,100,USC
Daniel Amihud Lidar,Daniel Amihud Lidar.jpg,20.30072021,ok,1.18,Engineering,5,2.6,100,USC
Cyrus Shahabi,Cyrus Shahabi.jpg,25.80644226,ok,1.99,Computer Science,5,2.7,100,USC
Cristina Zavaleta,Cristina Zavaleta.jpg,47.04534531,ok,4.8,Engineering,3.7,2.7,57.1,USC
Craig Shultz,Craig_Shultz.jpg,29.48833656,ok,2.73,Electrical & Computer Engineering,5,3.3,100,UIUC
Corey Ethan Snyder,Corey_Ethan_Snyder.jpg,25.80900955,ok,1.62,Electrical & Computer Engineering,5,2.8,100,UIUC
Constantine Sideris,Constantine Sideris.jpeg,27.9765625,ok,2.45,Engineering,3.1,4,57.1,USC
Cody M. Allen,Cody_M._Allen.jpg,32.24518204,ok,3.45,Engineering,5,2,100,UIUC
Clifford Neuman,Clifford Neuman.jpg,25.50511742,ok,1.91,Computer Science,3.8,3,60,USC
Clark Michael Kromenaker,Clark Michael Kromenaker.jpg,42.74194336,ok,4.65,Engineering,5,2.6,100,USC
Claire Bono,Claire Bono.jpg,38.52114487,ok,4.4,Computer Science,2.5,3.3,44,USC
Christopher Torng,Christopher Torng.jpeg,38.26299667,ok,4.34,Engineering,1,2,0,USC
Christian Farina,Christian_Farina.jpg,53.37703705,ok,4.9,Physics,5,2.3,100,UIUC
Chris Kyriakakis,Chris Kyriakakis.jpg,27.83149338,ok,2.39,Engineering,4,2.6,82.6,USC
Chongwu Zhou,Chongwu Zhou.jpg,36.63357544,ok,4.17,Engineering,2.3,2.2,0,USC
Chaz Hales,Chaz Hales.jpeg,51.13335037,ok,4.88,Computer Science,4.7,2.2,92.3,USC
Charles Sodini,Charles Sodini.jpg,23.75611305,ok,1,Engineering,2,3.7,0,MIT
Charles Forbes Gammie,Charles_Forbes_Gammie.jpg,33.61774445,ok,3.73,Physics,2.3,4.1,66.7,UIUC
Charles E. Sing,Charles_E._Sing.jpg,29.8813858,ok,2.83,Engineering,5,4,100,UIUC
Chao Wang,Chao Wang.jpeg,34.32271957,ok,3.74,Computer Science,2.5,3.2,34.1,USC
Cedric  Langbort,Cedric_Langbort.jpg,28.38550186,ok,2.37,Engineering,3,4.5,33.3,UIUC
Cauligi S Raghavendra,Cauligi S Raghavendra.jpg,25.79766083,ok,1.98,Engineering,3,3.6,50,USC
Carter  Wellford,Carter Wellford.jpg,31.69281006,ok,3.13,Engineering,2.3,4.3,14.3,USC
Carolyn L. Beck,Carolyn_L._Beck.jpg,27.64263344,ok,2.17,Engineering,4.1,3.4,75,UIUC
Caroline Cvetkovic,Caroline_Cvetkovic.jpg,26.29267693,ok,1.78,Bioengineering,4,3,50,UIUC
Carlos Pantano-Rubino,Carlos Pantano-Rubino.jpg,39.45110703,ok,4.49,Engineering,1.9,4.4,13.3,USC
Carl F Kesselman,Carl F Kesselman.jpg,18.87495804,ok,1.06,Engineering,1.6,3.8,0,USC
Calvin Nguyen,Calvin Nguyen.png,37.48260498,ok,4.24,Computer Science,4.7,2.4,88.5,USC
Callan Luetkemeyer,Callan_Luetkemeyer.jpg,23.12786674,ok,1.16,Engineering,2.3,2.3,33.3,UIUC
C. Armando Duarte,C._Armando_Duarte.jpg,30.8222332,ok,3.11,Engineering,4,5,0,UIUC
Bryan Braxton Cooley,Bryan Braxton Cooley.jpg,33.15943527,ok,3.51,Engineering,4,5,0,USC
Bruce Wilcox,Bruce Wilcox.jpg,32.34429169,ok,3.22,Engineering,4.8,3,100,USC
Bruce A. Conway,Bruce_A._Conway.jpg,29.71929359,ok,2.79,Engineering,4.1,2.6,50,UIUC
Bruce  Hajek,Bruce_Hajek.jpg,32.55217743,ok,3.49,Engineering,4.1,3.2,-1,UIUC
Brittany Kay,Brittany Kay.png,31.09229469,ok,3.03,Engineering,4.5,2.9,70,USC
Brian T. Cunningham,Brian_T._Cunningham.jpg,31.6581955,ok,3.29,Engineering,4.9,2,100,UIUC
Brian Lilly,Brian_Lilly.jpg,49.23354721,ok,4.86,Engineering,4.3,1.9,66.7,UIUC
Brian Leeds DeMarco,Brian_Leeds_DeMarco.jpg,30.78671646,ok,3.09,Physics,3.7,3.1,-1,UIUC
Brent J. Liu,Brent J. Liu.jpg,30.99423599,ok,3.01,Engineering,4.6,1.2,100,USC
Brent Heuser,Brent_Heuser.jpg,29.46844482,ok,2.71,Engineering,5,3,100,UIUC
Brendan A. Harley,Brendan_A._Harley.jpg,27.52801514,ok,2.11,Engineering,4.9,3,100,UIUC
Brandon Franzke,Brandon Franzke.jpeg,35.06476593,ok,3.93,Engineering,2.2,4.1,22.4,USC
Brad  Sutton,Brad_Sutton.jpg,31.38986397,ok,3.23,Bioengineering,3.8,4.6,60,UIUC
Bora Gencturk,Bora Gencturk.jpeg,30.82476425,ok,2.94,Engineering,4,1.8,75,USC
Bogdan Marcu,Bogdan Marcu.jpeg,31.79587173,ok,3.18,Engineering,5,3.5,100,USC
Blake Everett Johnson,Blake_Everett_Johnson.jpg,31.7797699,ok,3.37,Engineering,3.1,3.3,35.7,UIUC
Bistra Dilkina,Bistra Dilkina.png,25.26046562,ok,1.86,Computer Science,3.4,3.3,50,USC
Bingen Yang,Bingen Yang.jpg,35.82920837,ok,4.07,Engineering,3.1,3.1,80,USC
Bill Swartout,Bill Swartout.jpg,31.31512833,ok,3.09,Computer Science,1,4,-1,USC
Bill Cheng,Bill Cheng.jpg,37.69553757,ok,4.3,Computer Science,3.3,3.7,49.5,USC
Bhaskar Krishnamachari,Bhaskar Krishnamachari.jpg,26.45204544,ok,2.08,Engineering,4.8,2.1,94.4,USC
Berok Khoshnevis,Berok Khoshnevis.jpeg,27.71652222,ok,2.34,Engineering,1,1,0,USC
Bennett Lee,Bennett Lee.jpg,36.34959793,ok,4.12,Computer Science,4.8,2.5,93.5,USC
Benjamin  Hooberman,Benjamin_Hooberman.jpg,25.83753586,ok,1.64,Physics,3.4,3.3,58.3,UIUC
Behzad Razavi,Behzad Razavi.jpg,24.90087509,ok,1.55,Engineering,5,2.6,100,UCLA
Behnam Jafarpour,Behnam Jafarpour.png,35.44529724,ok,3.99,Engineering,1,3,0,USC
Bartlett W. Mel,Bartlett W. Mel.jpg,23.01348686,ok,1.53,Engineering,2.5,4.1,34.1,USC
Bart Andrew Kosko,Bart Andrew Kosko.jpg,26.79340744,ok,2.15,Engineering,3.5,3.8,57.9,USC
Barrett Koster,Barrett Koster.jpg,27.66772079,ok,2.33,Computer Science,4.2,2.4,83.3,USC
