name,school_name,local_path,beauty_raw,status,beauty_1to5,department,avg_rating,avg_difficulty,would_take_again_percent,age_pred,phd_year,bachelor_year,gender_pred,analyze_status,age_lower_bound,age_final
Chao Wang,USC,Chao Wang.jpeg,34.32271957,ok,3.426724138,Computer Science,2.5,3.2,34.1,38,,,Man,ok,,38
Bill Cheng,USC,Bill Cheng.jpg,37.69553757,ok,4.137931034,Computer Science,3.3,3.7,49.5,38,,,Man,ok,,38
Babak Daneshrad,UCLA,Babak Daneshrad.jpg,28.09856033,ok,2.608695652,Engineering,4.1,3.3,100,38,,,Man,ok,,38
Anita Penkova,USC,Anita Penkova.jpg,24.04603577,ok,1,Engineering,4.2,3,82.4,38,,,Woman,ok,,38
Yann Daniel Hilde Staelens,USC,Yann Daniel Hilde Staelens.jpg,21.0940094,ok,0.323275862,Engineering,3.3,3.5,50,39,,,Man,ok,,39
Wawrzyniec  Dobrucki,UIUC,Wawrzyniec_Dobrucki.jpg,42.88864517,ok,4.585798817,Bioengineering,4.5,2.5,100,39,,,Man,ok,,39
Tony E. Grift,UIUC,Tony_E._Grift.jpg,34.76676941,ok,3.550295858,Engineering,2.7,3.2,100,39,,,Man,ok,,39
Steven Leeb,MIT,Steven Leeb.jpg,32.65276718,ok,3.2,Engineering,5,3.8,100,39,,,Man,ok,,39
Peter  Abbamonte,UIUC,Peter_Abbamonte.jpg,38.91850662,ok,4.349112426,Physics,4,3,100,39,,,Man,ok,,39
Paul S. Rosenbloom,USC,Paul S. Rosenbloom.jpg,28.24271393,ok,1.853448276,Computer Science,1.6,3.8,-1,39,,,Man,ok,,39
Nick G. Glumac,UIUC,Nick_G._Glumac.jpg,29.26142311,ok,1.923076923,Engineering,2.9,3.7,27.3,39,,,Man,ok,,39
Michael James Neely,USC,Michael James Neely.jpg,37.46485519,ok,4.051724138,Engineering,4.3,3.4,80,39,,,Man,ok,,39
Magdi  Ragheb,UIUC,Magdi_Ragheb.jpg,29.92899704,ok,2.218934911,Engineering,3.3,1.9,33.3,39,,,Man,ok,,39
Laurent Itti,USC,Laurent Itti.jpg,24.80573463,ok,0.926724138,Computer Science,2.9,3.7,34.6,39,,,Man,ok,,39
Ioannis  Chasiotis,UIUC,Ioannis_Chasiotis.jpg,53.92652893,ok,4.881656805,Engineering,4.2,3.8,66.7,39,,,Man,ok,,39
Gerard Guy Medioni,USC,Gerard Guy Medioni.jpg,35.83591461,ok,3.857758621,Computer Science,4.4,3,-1,39,,,Man,ok,,39
Emilio Ferrara,USC,Emilio Ferrara.png,33.16594696,ok,3.146551724,Computer Science,4.5,2.3,90,39,,,Man,ok,,39
Donna Brown,UIUC,Donna_Brown.jpg,32.29502487,ok,2.928994083,Engineering,3.3,4.1,-1,39,,,Man,ok,,39
David Miller,MIT,David Miller.jpg,26.71807861,ok,1.8,Engineering,5,2,-1,39,,,Man,ok,,39
Daniel McCurry,USC,Daniel McCurry.png,22.46386337,ok,0.581896552,Engineering,4,3.3,75,39,,,Man,ok,,39
Chongwu Zhou,USC,Chongwu Zhou.jpg,36.63357544,ok,3.987068966,Engineering,2.3,2.2,0,39,,,Man,ok,,39
Cauligi S Raghavendra,USC,Cauligi S Raghavendra.jpg,25.79766083,ok,1.163793103,Engineering,3,3.6,50,39,,,Man,ok,,39
Anthony Jacobi,UIUC,Anthony_Jacobi.jpg,42.5806694,ok,4.556213018,Engineering,4.6,3.4,100,39,,,Man,ok,,39
Angela  Green-Miller,UIUC,Angela_Green-Miller.jpg,24.03095245,ok,1,Bioengineering,1,4,0,39,,,Woman,ok,,39
Andrea Martin Armani,USC,Andrea Martin Armani.jpg,30.9890213,ok,2.666666667,Engineering,3.7,1.7,63.6,39,,,Woman,ok,,39
Ali Abbas,USC,Ali Abbas.jpg,34.08721161,ok,3.340517241,Engineering,4.3,2.9,81.8,39,,,Man,ok,,39
Yong Chen,USC,Yong Chen_2.jpg,18.71413231,ok,0.021551724,Engineering,4.9,2.8,100,40,,,Man,ok,,40
Scott Willenbrock,UIUC,Scott_Willenbrock.jpg,28.35155487,ok,1.568047337,Physics,4.8,2.4,100,40,,,Man,ok,,40
Richard Korf,UCLA,Richard Korf.jpg,21.75878716,ok,0.434782609,Computer Science,3.3,4.3,40,40,,,Man,ok,,40
Reza Jafarkhani,USC,Reza Jafarkhani.png,35.34711456,ok,3.728448276,Engineering,4.9,2.2,96.6,40,,,Man,ok,,40
Patricia Clayton,WFU,Patricia_Clayton.jpg,25.84532166,ok,2,Engineering,5,1.7,100,40,,,Woman,ok,,40
Olivier L. de Weck,MIT,Olivier L. de Weck.jpg,33.3734436,ok,3.4,Engineering,4,2,100,40,,,Man,ok,,40
Olivier de Weck,MIT,Olivier de Weck.png,36.65575409,ok,3.8,Engineering,4,2,100,40,,,Man,ok,,40
Noah Malmstadt,USC,Noah Malmstadt.jpg,20.96537781,ok,0.280172414,Engineering,3.3,3.3,62.5,40,,,Man,ok,,40
Nicolas  Yunes,UIUC,Nicolas_Yunes.jpg,36.83177567,ok,4.023668639,Physics,2,2,0,40,,,Man,ok,,40
Massoud Pirbazari,USC,Massoud Pirbazari.jpg,43.92797089,ok,4.63362069,Engineering,2.4,2.8,33.3,40,,,Man,ok,,40
Mark Hasegawa-Johnson,UIUC,Mark_Hasegawa-Johnson.jpg,24.61299896,ok,0.443786982,Engineering,4,3.4,80,40,,,Man,ok,,40
Lynford L. Goddard,UIUC,Lynford_L._Goddard.jpg,27.73158073,ok,1.390532544,Engineering,4.8,3.4,100,40,,,Man,ok,,40
John Wallace,UCLA,John Wallace.jpg,29.58679581,ok,3.043478261,Engineering,5,3,100,40,,,Man,ok,,40
Feifei Qian,USC,Feifei Qian.jpg,37.3239212,ok,4.030172414,Engineering,2.3,3.5,33.3,40,,,Man,ok,,40
Elizabeth Fife,USC,Elizabeth Fife.jpg,24.61358452,ok,1.111111111,Engineering,1.6,3.6,14.3,40,,,Woman,ok,,40
Brendan A. Harley,UIUC,Brendan_A._Harley.jpg,27.52801514,ok,1.301775148,Engineering,4.9,3,100,40,,,Man,ok,,40
Aida X. El-Khadra,UIUC,Aida_X._El-Khadra.jpg,33.76038742,ok,3.857142857,Physics,3.4,2.8,100,40,,,Woman,ok,,40
Richard L. Weaver,UIUC,Richard_L._Weaver.jpg,28.5994091,ok,1.715976331,Physics,4.9,2.8,-1,41,,,Man,ok,,41
Oussama Safadi,USC,Oussama Safadi.jpg,21.92743683,ok,0.495689655,Engineering,3.7,3.1,57.6,41,,,Man,ok,,41
Mike Gruntman,USC,Mike Gruntman.jpg,31.58520508,ok,2.607758621,Engineering,3.5,3.6,50,41,,,Man,ok,,41
Larry G Redekopp,USC,Larry G Redekopp.jpg,20.20921135,ok,0.193965517,Engineering,4.9,2.6,-1,41,,,Man,ok,,41
Ken-ichi Nomura,USC,Ken-ichi Nomura.jpg,22.21170044,ok,0.538793103,Engineering,3.8,2,50,41,,,Man,ok,,41
Keith Goodfellow,USC,Keith Goodfellow.jpg,48.34981918,ok,4.784482759,Engineering,4.8,3,-1,41,,,Man,ok,,41
J. Gary  Eden,UIUC,J._Gary_Eden.jpg,35.84079361,ok,3.875739645,Engineering,4.8,2.4,100,41,,,Man,ok,,41
Ido  Golding,UIUC,Ido_Golding.jpg,31.83177567,ok,2.810650888,Physics,2.8,5,0,41,,,Man,ok,,41
Eugene V. Colla,UIUC,Eugene_V._Colla.jpg,34.6313324,ok,3.520710059,Physics,5,1,100,41,,,Man,ok,,41
Deborah  Levin,UIUC,Deborah_Levin.jpg,36.09800339,ok,3.934911243,Engineering,1.3,3.5,0,41,,,Man,ok,,41
Craig Shultz,UIUC,Craig_Shultz.jpg,29.48833656,ok,2.01183432,Electrical & Computer Engineering,5,3.3,100,41,,,Man,ok,,41
Antonios  Tsokaros,UIUC,Antonios_Tsokaros.jpg,29.15590668,ok,1.863905325,Physics,2.9,2.8,35.3,41,,,Man,ok,,41
Virgil Adumitroaie,USC,Virgil Adumitroaie.jpg,27.07130814,ok,1.443965517,Engineering,3.5,3.2,100,42,,,Man,ok,,42
Sven Koenig,USC,Sven Koenig.jpg,24.3682785,ok,0.840517241,Computer Science,3.4,3.6,40,42,,,Man,ok,,42
Scott John Easley,USC,Scott John Easley.png,42.78116989,ok,4.568965517,Computer Science,4.2,2.5,72,42,,,Man,ok,,42
Sanjay Patel,UIUC,Sanjay_Patel.jpg,30.91360092,ok,2.544378698,Engineering,3,3.6,40,42,,,Man,ok,,42
Olgica  Milenkovic,UIUC,Olgica_Milenkovic.jpg,24.50848389,ok,1.285714286,Engineering,3.6,3,66.7,42,,,Woman,ok,,42
Nam Sung  Kim,UIUC,Nam_Sung_Kim.jpg,35.81464005,ok,3.846153846,Engineering,3,4.3,25,42,,,Man,ok,,42
Michael Zyda,USC,Michael Zyda.jpg,49.85886765,ok,4.806034483,Computer Science,2.3,2.7,33.3,42,,,Man,ok,,42
Michael Stone,UIUC,Michael_Stone.jpg,35.34946823,ok,3.668639053,Physics,2.6,3.9,40,42,,,Man,ok,,42
Matthias  Grosse Perdekamp,UIUC,Matthias_Grosse_Perdekamp.jpg,28.9974823,ok,1.834319527,Physics,3.8,1.9,100,42,,,Man,ok,,42
Mark William Redekopp,USC,Mark William Redekopp.jpg,27.31419182,ok,1.551724138,Engineering,4.4,3.3,83,42,,,Man,ok,,42
Marco Papa,USC,Marco Papa.jpg,19.77138329,ok,0.172413793,Computer Science,3,3.8,47.5,42,,,Man,ok,,42
Mahdi Eslamimehr,USC,Mahdi Eslamimehr.jpg,39.60754395,ok,4.375,Computer Science,5,1.8,100,42,,,Man,ok,,42
Keith  Jenkins,USC,Keith Jenkins.jpg,28.54704285,ok,1.982758621,Engineering,5,2.6,100,42,,,Man,ok,,42
Jay H. Lee,USC,Jay H. Lee.png,42.18066025,ok,4.482758621,Engineering,4,2.5,50,42,,,Man,ok,,42
Garrett Reisman,USC,Garrett Reisman.jpeg,40.19185638,ok,4.418103448,Engineering,3.7,2.7,66.7,42,,,Man,ok,,42
Elizabeth T. Hsiao-Wecksler,UIUC,Elizabeth_T._Hsiao-Wecksler.jpg,31.45258713,ok,2.662721893,Engineering,3.4,3,50,42,,,Man,ok,,42
Dilip  Sarwate,UIUC,Dilip_Sarwate.jpg,24.57918167,ok,0.414201183,Engineering,4.4,3,-1,42,,,Man,ok,,42
Deborah L. Thurston,UIUC,Deborah_L._Thurston.jpg,39.47540665,ok,4.714285714,Engineering,2.5,2,-1,42,,,Woman,ok,,42
David Z D'Argenio,USC,David Z D'Argenio.png,31.64338303,ok,2.629310345,Engineering,4.7,2.6,100,42,,,Man,ok,,42
Christian Farina,UIUC,Christian_Farina.jpg,53.37703705,ok,4.852071006,Physics,5,2.3,100,42,,,Man,ok,,42
Brad  Sutton,UIUC,Brad_Sutton.jpg,31.38986397,ok,2.633136095,Bioengineering,3.8,4.6,60,42,,,Man,ok,,42
Barrett Koster,USC,Barrett Koster.jpg,27.66772079,ok,1.61637931,Computer Science,4.2,2.4,83.3,42,,,Man,ok,,42
Amiya Chatterjee,UCLA,Amiya Chatterjee.jpg,30.95423508,ok,3.695652174,Engineering,3,2.3,-1,42,,,Man,ok,,42
Aluizio Prata,USC,Aluizio Prata.jpg,28.25138283,ok,1.896551724,Engineering,2.3,4.7,28.8,42,,,Man,ok,,42
Tom Golecki,UIUC,Tom_Golecki.jpg,42.22632217,ok,4.526627219,Engineering,3.9,3.1,82.4,43,,,Man,ok,,43
Steven R. Hall,MIT,Steven R. Hall.jpg,39.03867722,ok,4.2,Engineering,1,4,0,43,,,Man,ok,,43
Priya Darshan Vashishta,USC,Priya Darshan Vashishta.jpg,38.10233688,ok,4.181034483,Computer Science,5,1,100,43,,,Man,ok,,43
Moe Win,MIT,Moe Win.jpg,41.31788254,ok,4.6,Engineering,4.9,2.7,100,43,,,Man,ok,,43
L. Rafael Reif,MIT,L. Rafael Reif.jpg,30.15041351,ok,2.4,Engineering,4.7,3.7,100,43,,,Man,ok,,43
Kurt David Palmer,USC,Kurt David Palmer.jpg,30.91747284,ok,2.435344828,Engineering,3,3.1,61.1,43,,,Man,ok,,43
Jonathan J. L. Higdon,UIUC,Jonathan_J._L._Higdon.jpg,31.7359581,ok,2.75147929,Engineering,3.8,3.7,75,43,,,Man,ok,,43
Jelena Mirkovic,USC,Jelena Mirkovic.jpg,25.43939209,ok,1.555555556,Computer Science,4.8,2.3,100,43,,,Woman,ok,,43
Hong  Yang,UIUC,Hong_Yang.jpg,33.2393837,ok,3.195266272,Engineering,2.6,3,20,43,,,Man,ok,,43
Gerald Hintz,USC,Gerald Hintz.jpg,32.42689514,ok,2.801724138,Engineering,1.8,4,0,43,,,Man,ok,,43
George Papavassilopoulos,USC,George Papavassilopoulos.jpg,38.97990036,ok,4.267241379,Engineering,2.1,3.2,30.8,43,,,Man,ok,,43
Dong Song,USC,Dong Song.jpg,22.89639473,ok,0.603448276,Engineering,1,5,0,43,,,Man,ok,,43
Daniel J. Bodony,UIUC,Daniel_J._Bodony.jpg,44.00095367,ok,4.644970414,Engineering,4.7,4.1,100,43,,,Man,ok,,43
Andrea Maria Hodge,USC,Andrea Maria Hodge.jpg,34.00050735,ok,3.333333333,Engineering,4.6,1.8,-1,43,,,Woman,ok,,43
Yousef Bozorgnia,UCLA,Yousef Bozorgnia.jpg,32.38372421,ok,4.347826087,Engineering,3,3.5,50,44,,,Man,ok,,44
Urbashi Mitra,USC,Urbashi Mitra.jpg,21.37182999,ok,0.444444444,Engineering,2,4.3,25,44,,,Woman,ok,,44
Tao Ma,USC,Tao Ma.jpg,33.87015915,ok,3.275862069,Engineering,4.4,3.2,81.8,44,,,Man,ok,,44
Syed Bahauddin Alam,UIUC,Syed_Bahauddin_Alam.jpg,21.08393097,ok,0.118343195,"Nuclear, Plasma, & Radiological Engineering",1.3,2.7,0,44,,,Man,ok,,44
Srinivasa M. Salapaka,UIUC,Srinivasa_M._Salapaka.jpg,38.69239426,ok,4.319526627,Engineering,3.5,2.6,50,44,,,Man,ok,,44
Smitha  Vishveshwara,UIUC,Smitha_Vishveshwara.jpg,35.46130371,ok,3.75739645,Physics,4.7,3.3,100,44,,,Man,ok,,44
Shannon  Sirk,UIUC,Shannon_Sirk.jpg,27.5638504,ok,1.331360947,Bioengineering,4.7,3.7,66.7,44,,,Man,ok,,44
Paul V. Braun,UIUC,Paul_V._Braun.jpg,30.85850143,ok,2.514792899,Engineering,4.8,2.3,-1,44,,,Man,ok,,44
Paul Selvin,UIUC,Paul_Selvin.jpg,28.97646713,ok,1.804733728,Physics,1.8,3,0,44,,,Man,ok,,44
Morten  Lundsgaard,UIUC,Morten_Lundsgaard.jpg,29.74542236,ok,2.130177515,Physics,3.2,2.4,55.6,44,,,Man,ok,,44
Mahta Moghaddam,USC,Mahta Moghaddam.jpg,20.15045547,ok,0.333333333,Engineering,5,4,100,44,,,Woman,ok,,44
Lara  Waldrop,UIUC,Lara_Waldrop.jpg,24.36938286,ok,1.142857143,Engineering,4.7,2.9,80,44,,,Woman,ok,,44
Kyekyoon  Kim,UIUC,Kyekyoon_Kim.jpg,41.09717941,ok,4.437869822,Engineering,2.8,3.6,0,44,,,Man,ok,,44
Jen-Chieh  Peng,UIUC,Jen-Chieh_Peng.jpg,41.87469482,ok,4.49704142,Physics,3.5,2.3,-1,44,,,Man,ok,,44
Firdaus Erach Udwadia,USC,Firdaus Erach Udwadia.jpg,23.12083054,ok,0.668103448,Engineering,3.7,4.1,66.7,44,,,Man,ok,,44
Edmond A Jonckheere,USC,Edmond A Jonckheere.jpg,56.81600571,ok,4.892241379,Engineering,4.4,3.4,0,44,,,Man,ok,,44
Douglas M. King,UIUC,Douglas_M._King.jpg,26.4651413,ok,0.976331361,Engineering,3.6,2.7,37.5,44,,,Man,ok,,44
Carl F Kesselman,USC,Carl F Kesselman.jpg,18.87495804,ok,0.064655172,Engineering,1.6,3.8,0,44,,,Man,ok,,44
Brian Lilly,UIUC,Brian_Lilly.jpg,49.23354721,ok,4.792899408,Engineering,4.3,1.9,66.7,44,,,Man,ok,,44
Bogdan Marcu,USC,Bogdan Marcu.jpeg,31.79587173,ok,2.715517241,Engineering,5,3.5,100,44,,,Man,ok,,44
Arne J. Pearlstein,UIUC,Arne_J._Pearlstein.jpg,37.21976852,ok,4.112426036,Engineering,2.6,4.4,27.3,44,,,Man,ok,,44
Anant Agarwal,MIT,Anant Agarwal.jpg,24.00005341,ok,0.4,Engineering,4.3,2.3,100,44,,,Man,ok,,44
Alan E. Willner,USC,Alan E. Willner.jpg,26.75763702,ok,1.379310345,Engineering,3.6,1.6,50,44,,,Man,ok,,44
Zahra  Mohaghegh,UIUC,Zahra_Mohaghegh.jpg,34.97524643,ok,4,"Nuclear, Plasma, & Radiological Engineering",3.6,3.1,62.5,45,,,Woman,ok,,45
Zach Huffman,UIUC,Zach_Huffman.jpg,48.54005051,ok,4.763313609,Engineering,5,3,100,45,,,Man,ok,,45
Yoram Bresler,UIUC,Yoram_Bresler.jpg,34.63006973,ok,3.49112426,Engineering,4,4.2,100,45,,,Man,ok,,45
Victor Adamchik,USC,Victor Adamchik.jpg,32.95451736,ok,2.974137931,Computer Science,2.2,3.9,27.1,45,,,Man,ok,,45
Susan Leggett,UIUC,Susan_Leggett.jpg,28.79137421,ok,2.571428571,Bioengineering,1.3,3,33.3,45,,,Woman,ok,,45
Roger Georges Ghanem,USC,Roger Georges Ghanem.jpg,30.84076309,ok,2.413793103,Engineering,1.9,3.4,15.4,45,,,Man,ok,,45
Kent D. Choquette,UIUC,Kent_D._Choquette.jpg,35.20043564,ok,3.639053254,Engineering,2.9,3,0,45,,,Man,ok,,45
Kathryn  Matlack,UIUC,Kathryn_Matlack.jpg,21.75475311,ok,0.142857143,Engineering,4,2.8,75,45,,,Woman,ok,,45
Jean-Pierre Leburton,UIUC,Jean-Pierre_Leburton.jpg,37.54133224,ok,4.142011834,Engineering,2,4.7,0,45,,,Man,ok,,45
James M. LaFave,UIUC,James_M._LaFave.jpg,61.96693039,ok,4.940828402,Engineering,3.5,2.8,50,45,,,Man,ok,,45
Huck Beng  Chew,UIUC,Huck_Beng_Chew.jpg,34.28249359,ok,3.402366864,Engineering,2.5,4.5,50,45,,,Man,ok,,45
Geza P Bottlik,USC,Geza P Bottlik.jpg,19.46917725,ok,0.107758621,Engineering,2.5,3.2,35.7,45,,,Man,ok,,45
Douglas H. Beck,UIUC,Douglas_H._Beck.jpg,30.58395004,ok,2.366863905,Physics,3.2,3.3,37.5,45,,,Man,ok,,45
Detlof Von Winterfeldt,USC,Detlof Von Winterfeldt.jpg,33.03899765,ok,3.017241379,Engineering,3,1.3,50,45,,,Man,ok,,45
Blake Everett Johnson,UIUC,Blake_Everett_Johnson.jpg,31.7797699,ok,2.781065089,Engineering,3.1,3.3,35.7,45,,,Man,ok,,45
Andreas Molisch,USC,Andreas Molisch.jpeg,25.18575859,ok,1.012931034,Engineering,1.9,4.4,20,45,,,Man,ok,,45
Ali Nowroozi,USC,Ali Nowroozi.jpg,35.21849823,ok,3.706896552,Engineering,3.9,3.4,70,45,,,Man,ok,,45
Weng Chew,UIUC,Weng_Chew.jpg,26.16705132,ok,0.798816568,Engineering,3.9,3.7,0,46,,,Man,ok,,46
Umberto  Ravaioli,UIUC,Umberto_Ravaioli.jpg,26.41889954,ok,0.946745562,Engineering,4.5,2.2,90.9,46,,,Man,ok,,46
Ryan Mullen,UIUC,Ryan_Mullen.jpg,28.35209274,ok,1.597633136,Engineering,3.5,4.5,50,46,,,Man,ok,,46
Rizwan  Uddin,UIUC,Rizwan_Uddin.jpg,35.75278854,ok,3.816568047,Engineering,3.3,4,66.7,46,,,Man,ok,,46
Ramesh Govindan,USC,Ramesh Govindan.jpg,32.75999451,ok,2.86637931,Computer Science,4.3,4.5,90.9,46,,,Man,ok,,46
Mani Srivastava,UCLA,Mani Srivastava.png,32.1697464,ok,3.913043478,Engineering,2.3,4,-1,46,,,Man,ok,,46
Maged M. Dessouky,USC,Maged M. Dessouky.jpg,24.19282913,ok,0.797413793,Engineering,3.3,2.3,100,46,,,Man,ok,,46
Frederick K. Lamb,UIUC,Frederick_K._Lamb.jpg,33.30179596,ok,3.224852071,Physics,2.7,2,-1,46,,,Man,ok,,46
Carolyn L. Beck,UIUC,Carolyn_L._Beck.jpg,27.64263344,ok,2,Engineering,4.1,3.4,75,46,,,Woman,ok,,46
C. Armando Duarte,UIUC,C._Armando_Duarte.jpg,30.8222332,ok,2.455621302,Engineering,4,5,0,46,,,Man,ok,,46
Alexey  Bezryadin,UIUC,Alexey_Bezryadin.jpg,38.03030396,ok,4.26035503,Physics,4,3,100,46,,,Man,ok,,46
Alexander A Sawchuk,USC,Alexander A Sawchuk.jpg,33.1085968,ok,3.081896552,Engineering,4.7,3.1,80,46,,,Man,ok,,46
Yuanhui  Zhang,UIUC,Yuanhui_Zhang.jpg,35.35049438,ok,3.698224852,Engineering,4,2,-1,47,,,Man,ok,,47
Wen-mei  Hwu,UIUC,Wen-mei_Hwu.jpg,28.30290413,ok,1.538461538,Engineering,5,2.9,100,47,,,Man,ok,,47
Todd Andrew Brun,USC,Todd Andrew Brun.jpg,21.5937767,ok,0.452586207,Engineering,2.9,3.7,42.9,47,,,Man,ok,,47
Theodore Ken Mayeshiba,USC,Theodore Ken Mayeshiba.jpg,21.84766006,ok,0.474137931,Engineering,5,3,100,47,,,Man,ok,,47
Stephen Chih-Yang Lu,USC,Stephen Chih-Yang Lu.jpg,35.00906754,ok,3.642241379,Engineering,1.2,4.2,0,47,,,Man,ok,,47
Shiv Kapoor,UIUC,Shiv_Kapoor.jpg,44.97584534,ok,4.674556213,Engineering,2.6,3.2,16.7,47,,,Man,ok,,47
Shahin Nazarian,USC,Shahin Nazarian.jpg,22.96259308,ok,0.625,Engineering,4.5,3.2,84.5,47,,,Man,ok,,47
Selim Senkan,UCLA,Selim Senkan.jpg,27.92486572,ok,2.173913043,Engineering,2.2,3.1,-1,47,,,Man,ok,,47
Sanjit Mitra,USC,Sanjit Mitra.jpg,25.93767929,ok,1.206896552,Engineering,2,5,-1,47,,,Man,ok,,47
Robert Arno Scholtz,USC,Robert Arno Scholtz.jpg,26.71851921,ok,1.357758621,Engineering,4.5,4.3,100,47,,,Man,ok,,47
Pirouz Kavehpour,UCLA,Pirouz Kavehpour.jpg,25.61355019,ok,1.304347826,Engineering,2.3,2.7,-1,47,,,Man,ok,,47
Moe Z. Win,MIT,Moe Z. Win.jpg,31.14110947,ok,2.8,Engineering,4.9,2.7,100,47,,,Man,ok,,47
Mark Drela,MIT,Mark Drela.jpg,37.77437973,ok,4,Engineering,5,3,-1,47,,,Man,ok,,47
Karin A. Dahmen,UIUC,Karin_A._Dahmen.jpg,31.61979485,ok,3.571428571,Physics,2,3.4,16.7,47,,,Woman,ok,,47
George Gollin,UIUC,George_Gollin.jpg,31.70027924,ok,2.721893491,Physics,3.7,3.1,81.3,47,,,Man,ok,,47
Gaurav Sukhatme,USC,Gaurav Sukhatme.png,34.68138885,ok,3.49137931,Computer Science,4.2,2.5,75,47,,,Man,ok,,47
Erik A Johnson,USC,Erik A Johnson.jpeg,27.91536903,ok,1.724137931,Engineering,2.1,4.3,0,47,,,Man,ok,,47
Donald R. Sadoway,MIT,Donald R. Sadoway.jpg,42.57500076,ok,4.8,Engineering,4,2.5,50,47,,,Man,ok,,47
David Smallberg,UCLA,David Smallberg.png,25.20279312,ok,1.086956522,Computer Science,3.5,3.8,20,47,,,Man,ok,,47
Bruce  Hajek,UIUC,Bruce_Hajek.jpg,32.55217743,ok,2.958579882,Engineering,4.1,3.2,-1,47,,,Man,ok,,47
Alex Azmi,USC,Alex Azmi.png,27.25609016,ok,1.50862069,Engineering,5,2,100,47,,,Man,ok,,47
William S. Hammack,UIUC,William_S._Hammack.jpg,30.51514435,ok,2.337278107,Engineering,3.7,2.6,50,48,,,Man,ok,,48
Vincent W Lee,USC,Vincent W Lee.jpg,48.25793839,ok,4.762931034,Engineering,1.7,3.8,23.5,48,,,Man,ok,,48
Thomas C Booth,USC,Thomas C Booth.jpg,24.0037384,ok,0.754310345,Engineering,4.3,3,66.7,48,,,Man,ok,,48
Sergei  Maslov,UIUC,Sergei_Maslov.jpg,26.8094883,ok,1.124260355,Bioengineering,2.3,1.7,33.3,48,,,Man,ok,,48
Ronald Claude Henry,USC,Ronald Claude Henry.jpg,21.20716095,ok,0.36637931,Engineering,4.5,2,-1,48,,,Man,ok,,48
Oral Buyukozturk,MIT,Oral Buyukozturk.jpg,40.51399994,ok,4.4,Engineering,3.5,2.7,-1,48,,,Man,ok,,48
Nenad Medvidovic,USC,Nenad Medvidovic.jpeg,27.722229,ok,1.659482759,Computer Science,3.5,3.6,60,48,,,Man,ok,,48
Moe Tabar,USC,Moe Tabar.png,28.8263607,ok,2.047413793,Engineering,2.8,3.3,50,48,,,Man,ok,,48
Katherine S-F Shing,USC,Katherine S-F Shing.jpg,22.18795967,ok,0.777777778,Engineering,3.2,4,50,48,,,Woman,ok,,48
Joseph  Bentsman,UIUC,Joseph_Bentsman.jpg,23.66426086,ok,0.236686391,Engineering,1.8,3.9,0,48,,,Man,ok,,48
John Tsitsiklis,MIT,John Tsitsiklis.jpg,24.29917908,ok,0.8,Engineering,4.5,3.3,100,48,,,Man,ok,,48
Edward F. Crawley,MIT,Edward F. Crawley.jpg,26.41432381,ok,1.6,Engineering,2.2,3,0,48,,,Man,ok,,48
Daniel Amihud Lidar,USC,Daniel Amihud Lidar.jpg,20.30072021,ok,0.215517241,Engineering,5,2.6,100,48,,,Man,ok,,48
Charles Forbes Gammie,UIUC,Charles_Forbes_Gammie.jpg,33.61774445,ok,3.313609467,Physics,2.3,4.1,66.7,48,,,Man,ok,,48
Bruce Wilcox,USC,Bruce Wilcox.jpg,32.34429169,ok,2.780172414,Engineering,4.8,3,100,48,,,Man,ok,,48
Bingen Yang,USC,Bingen Yang.jpg,35.82920837,ok,3.836206897,Engineering,3.1,3.1,80,48,,,Man,ok,,48
Berok Khoshnevis,USC,Berok Khoshnevis.jpeg,27.71652222,ok,1.637931034,Engineering,1,1,0,48,,,Man,ok,,48
Bart Andrew Kosko,USC,Bart Andrew Kosko.jpg,26.79340744,ok,1.400862069,Engineering,3.5,3.8,57.9,48,,,Man,ok,,48
Ali Zahid,USC,Ali Zahid.jpg,34.12316132,ok,3.362068966,Engineering,3,4,48.5,48,,,Man,ok,,48
Yigal Arens,USC,Yigal Arens.jpg,34.17201614,ok,3.38362069,Industrial & Systems Engineering,5,2,100,49,,,Man,ok,,49
Yan Jin,USC,Yan Jin.jpg,26.59062386,ok,1.336206897,Engineering,3.2,3.1,50,49,,,Man,ok,,49
Vasilis Marmarelis,USC,Vasilis Marmarelis.jpg,29.31286621,ok,2.198275862,Engineering,5,4,100,49,,,Man,ok,,49
Steve R. Nutt,USC,Steve R. Nutt.jpg,27.31336403,ok,1.530172414,Engineering,1.7,4.1,25,49,,,Man,ok,,49
Paul K. Newton,USC,Paul K. Newton.jpg,28.24695969,ok,1.875,Engineering,4.5,3.1,84.6,49,,,Man,ok,,49
Lippold Haken,UIUC,Lippold_Haken.jpg,20.0107193,ok,0.059171598,Engineering,4.3,2.5,100,49,,,Man,ok,,49
Kevin Pitts,UIUC,Kevin_Pitts.jpg,25.6504612,ok,0.650887574,Physics,4.2,3.2,100,49,,,Man,ok,,49
Joseph A. Kunc,USC,Joseph A. Kunc.jpeg,64.42637634,ok,4.935344828,Engineering,3,3,100,49,,,Man,ok,,49
Jonathan  Freund,UIUC,Jonathan_Freund.jpg,39.86767578,ok,4.408284024,Engineering,2.9,3.6,-1,49,,,Man,ok,,49
Jerry Marc Mendel,USC,Jerry Marc Mendel.jpg,32.92782211,ok,2.952586207,Engineering,3.8,3.8,50,49,,,Man,ok,,49
